time,SPE号,适配层/百分比例,VPI/VCI,比例
20121211,ATM1,AAL2,0000:0710;CID编号:11,"数量:90852218字节"
20121211,ATM1,AAL2,0000:0711;CID编号:11,"数量:570703612字节"
20121211,ATM1,AAL2,0000:09CE;CID编号:11,"数量:90855652字节"
20121211,ATM1,AAL2,0000:09EC;CID编号:11,"数量:90831732字节"
20121211,ATM1,AAL2,0000:09ED;CID编号:11,"数量:90816964字节"
20121211,ATM1,AAL2,0000:09EE;CID编号:11,"数量:90849776字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:11,"数量:570919624字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:12,"数量:570901832字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:13,"数量:570937920字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:14,"数量:570917880字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:15,"数量:570963932字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:16,"数量:570944836字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:17,"数量:570954964字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:18,"数量:570966668字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:19,"数量:570963684字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:20,"数量:570986052字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:21,"数量:570988168字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:22,"数量:570961328字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:23,"数量:570975372字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:24,"数量:570961084字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:25,"数量:570951908字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:26,"数量:570961744字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:27,"数量:570985364字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:28,"数量:570980528字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:29,"数量:570970940字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:30,"数量:571013536字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:31,"数量:570993864字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:32,"数量:570899120字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:33,"数量:570880776字节"
20121211,ATM1,AAL2,0000:09F1;CID编号:34,"数量:570867500字节"
20121211,ATM1,AAL2,0000:09F5;CID编号:11,"数量:90807376字节"
20121211,ATM1,AAL2,0000:0DC1;CID编号:11,"数量:90849598字节"
20121211,ATM1,AAL2,0000:1766;CID编号:11,"数量:90836276字节"
20121211,ATM1,AAL2,0000:1768;CID编号:11,"数量:90840726字节"
20121211,ATM1,AAL2,0000:1943;CID编号:11,"数量:90838942字节"
20121211,ATM1,AAL2,0000:4C81;CID编号:11,"数量:90834114字节"
20121211,ATM1,AAL2,0000:4C9C;CID编号:11,"数量:90803704字节"
20121211,ATM1,AAL2,0000:4C9D;CID编号:11,"数量:90799288字节"
20121211,ATM1,AAL2,0000:4C9E;CID编号:11,"数量:90804520字节"
20121211,ATM1,AAL2,0000:79C1;CID编号:11,"数量:90836034字节"
20121211,ATM1,AAL2,0000:79C2;CID编号:11,"数量:90835230字节"
20121211,ATM1,AAL2,0000:79C3;CID编号:11,"数量:90833312字节"
20121211,ATM1,AAL2,0000:79C4;CID编号:11,"数量:90836802字节"
20121211,ATM1,AAL2,0000:79C6;CID编号:11,"数量:90831012字节"
20121211,ATM1,AAL2,0000:79C7;CID编号:11,"数量:90833144字节"
20121211,ATM1,AAL2,0000:79C9;CID编号:11,"数量:90835332字节"
20121211,ATM1,AAL2,0000:79CB;CID编号:11,"数量:90789172字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:11,"数量:570985088字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:12,"数量:571041916字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:13,"数量:571040440字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:14,"数量:571037104字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:15,"数量:571054244字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:16,"数量:571066388字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:17,"数量:571074580字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:18,"数量:571078648字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:19,"数量:571063932字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:20,"数量:571063816字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:21,"数量:571081364字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:22,"数量:570695344字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:23,"数量:571054032字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:24,"数量:571043988字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:25,"数量:570689148字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:26,"数量:571068832字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:27,"数量:571104484字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:28,"数量:571101932字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:29,"数量:571073476字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:30,"数量:571092724字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:31,"数量:571127592字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:32,"数量:571007364字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:33,"数量:570989660字节"
20121211,ATM1,AAL2,0000:7B1F;CID编号:34,"数量:570986044字节"
20121211,ATM1,AAL5,0000:09F2,"数量:1064976字节"
20121211,ATM1,AAL5,0000:09F2,"数量:316字节"
20121211,ATM1,AAL5,0000:09F2,"数量:4003549字节"
20121211,ATM1,AAL5,0000:4C80,"数量:2056001088字节"
20121211,ATM2,AAL1,0000:01ED,"数量:826177536字节"
20121211,ATM2,AAL1,0000:01EE,"数量:826186752字节"
20121211,ATM2,AAL1,0000:01EF,"数量:826214400字节"
20121211,ATM2,AAL1,0000:01F0,"数量:826245120字节"
20121211,ATM2,AAL1,0000:01F1,"数量:826192896字节"
20121211,ATM2,AAL1,0000:01F2,"数量:826211328字节"
20121211,ATM2,AAL1,0000:01F3,"数量:826238976字节"
20121211,ATM2,AAL1,0000:01F4,"数量:826211328字节"
20121211,ATM2,AAL1,0000:01F5,"数量:826214400字节"
20121211,ATM2,AAL1,0000:01F6,"数量:826186752字节"
20121211,ATM2,AAL1,0000:01F7,"数量:826195968字节"
20121211,ATM2,AAL1,0000:01F8,"数量:826232832字节"
20121211,ATM2,AAL1,0000:01F9,"数量:826211328字节"
20121211,ATM2,AAL1,0000:01FA,"数量:826208256字节"
20121211,ATM2,AAL1,0000:01FB,"数量:826214400字节"
20121211,ATM2,AAL1,0000:01FC,"数量:826199040字节"
20121211,ATM2,AAL1,0000:01FD,"数量:826238976字节"
20121211,ATM2,AAL1,0000:01FE,"数量:826235904字节"
20121211,ATM2,AAL1,0000:01FF,"数量:826220544字节"
20121211,ATM2,AAL1,0000:0200,"数量:826285056字节"
20121211,ATM2,AAL1,0000:0201,"数量:826242048字节"
20121211,ATM2,AAL1,0000:0202,"数量:826220544字节"
20121211,ATM2,AAL1,0000:0203,"数量:826186752字节"
20121211,ATM2,AAL1,0000:0204,"数量:826211328字节"
20121211,ATM2,AAL2,0000:0094;CID编号:11,"数量:744952868字节"
20121211,ATM2,AAL2,0000:0095;CID编号:11,"数量:744930376字节"
20121211,ATM2,AAL2,0000:0096;CID编号:11,"数量:744951228字节"
20121211,ATM2,AAL2,0000:0098;CID编号:11,"数量:118478888字节"
20121211,ATM2,AAL2,0000:0099;CID编号:11,"数量:118476424字节"
20121211,ATM2,AAL2,0000:009A;CID编号:11,"数量:118475520字节"
20121211,ATM2,AAL2,0000:009B;CID编号:11,"数量:118474550字节"
20121211,ATM2,AAL2,0000:009D;CID编号:11,"数量:118477948字节"
20121211,ATM2,AAL2,0000:009E;CID编号:11,"数量:118473500字节"
20121211,ATM2,AAL2,0000:00A0;CID编号:11,"数量:118481906字节"
20121211,ATM2,AAL2,0000:00A2;CID编号:11,"数量:118454570字节"
20121211,ATM2,AAL2,0000:00A6;CID编号:11,"数量:744961880字节"
20121211,ATM2,AAL2,0000:00AC;CID编号:11,"数量:744933348字节"
20121211,ATM2,AAL2,0000:01C9;CID编号:11,"数量:744788352字节"
20121211,ATM2,AAL2,0000:01CA;CID编号:11,"数量:744816908字节"
20121211,ATM2,AAL2,0000:01CB;CID编号:11,"数量:118475512字节"
20121211,ATM2,AAL2,0000:01CD;CID编号:11,"数量:118534720字节"
20121211,ATM2,AAL2,0000:01CD;CID编号:12,"数量:118536652字节"
20121211,ATM2,AAL2,0000:01CE;CID编号:11,"数量:744922320字节"
20121211,ATM2,AAL2,0000:01D0;CID编号:11,"数量:118471674字节"
20121211,ATM2,AAL2,0000:06C2;CID编号:11,"数量:744942700字节"
20121211,ATM2,AAL2,0000:06C9;CID编号:11,"数量:118476612字节"
20121211,ATM2,AAL2,0000:0849;CID编号:11,"数量:118483256字节"
20121211,ATM2,AAL2,0000:084B;CID编号:11,"数量:118475924字节"
20121211,ATM2,AAL2,0000:084C;CID编号:11,"数量:118472514字节"
20121211,ATM2,AAL2,0000:084D;CID编号:11,"数量:118474282字节"
20121211,ATM2,AAL2,0000:084E;CID编号:11,"数量:118480216字节"
20121211,ATM2,AAL2,0000:084F;CID编号:11,"数量:118478068字节"
20121211,ATM2,AAL2,0000:0880;CID编号:11,"数量:118480112字节"
20121211,ATM2,AAL2,0000:0884;CID编号:11,"数量:118479514字节"
20121211,ATM2,AAL2,0000:0888;CID编号:11,"数量:744939320字节"
20121211,ATM2,AAL2,0000:088B;CID编号:11,"数量:118295080字节"
20121211,ATM2,AAL2,0000:088D;CID编号:11,"数量:118479170字节"
20121211,ATM2,AAL2,0000:0890;CID编号:11,"数量:745057640字节"
20121211,ATM2,AAL2,0000:0890;CID编号:12,"数量:745096380字节"
20121211,ATM2,AAL2,0000:0890;CID编号:13,"数量:745092992字节"
20121211,ATM2,AAL2,0000:0890;CID编号:14,"数量:745095496字节"
20121211,ATM2,AAL2,0000:0890;CID编号:15,"数量:745150860字节"
20121211,ATM2,AAL2,0000:0890;CID编号:16,"数量:745144580字节"
20121211,ATM2,AAL2,0000:0890;CID编号:17,"数量:745132340字节"
20121211,ATM2,AAL2,0000:0890;CID编号:18,"数量:745151120字节"
20121211,ATM2,AAL2,0000:0890;CID编号:19,"数量:745145544字节"
20121211,ATM2,AAL2,0000:0890;CID编号:20,"数量:745108832字节"
20121211,ATM2,AAL2,0000:0890;CID编号:21,"数量:745139288字节"
20121211,ATM2,AAL2,0000:0890;CID编号:22,"数量:745144404字节"
20121211,ATM2,AAL2,0000:0890;CID编号:23,"数量:745140020字节"
20121211,ATM2,AAL2,0000:0890;CID编号:24,"数量:745124820字节"
20121211,ATM2,AAL2,0000:0890;CID编号:25,"数量:745116112字节"
20121211,ATM2,AAL2,0000:0890;CID编号:26,"数量:745148408字节"
20121211,ATM2,AAL2,0000:0890;CID编号:27,"数量:745170832字节"
20121211,ATM2,AAL2,0000:0890;CID编号:28,"数量:745188372字节"
20121211,ATM2,AAL2,0000:0890;CID编号:29,"数量:745183532字节"
20121211,ATM2,AAL2,0000:0890;CID编号:30,"数量:745184372字节"
20121211,ATM2,AAL2,0000:0890;CID编号:31,"数量:745183216字节"
20121211,ATM2,AAL2,0000:0890;CID编号:32,"数量:745031488字节"
20121211,ATM2,AAL2,0000:0890;CID编号:33,"数量:745007084字节"
20121211,ATM2,AAL2,0000:0890;CID编号:34,"数量:744879344字节"
20121211,ATM2,AAL2,0000:0891;CID编号:11,"数量:118474420字节"
20121211,ATM2,AAL2,0000:0892;CID编号:11,"数量:136334字节"
20121211,ATM2,AAL2,0000:0893;CID编号:11,"数量:118470700字节"
20121211,ATM2,AAL2,0000:0894;CID编号:11,"数量:118475152字节"
20121211,ATM2,AAL2,0000:0895;CID编号:11,"数量:135358字节"
20121211,ATM2,AAL2,0000:0897;CID编号:11,"数量:118467162字节"
20121211,ATM2,AAL2,0000:0898;CID编号:11,"数量:118476524字节"
20121211,ATM2,AAL2,0000:089A;CID编号:11,"数量:744930456字节"
20121211,ATM2,AAL2,0000:089B;CID编号:11,"数量:118476658字节"
20121211,ATM2,AAL2,0000:089C;CID编号:11,"数量:118481464字节"
20121211,ATM2,AAL2,0000:089D;CID编号:11,"数量:118469224字节"
20121211,ATM2,AAL2,0000:08A1;CID编号:11,"数量:744822740字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:11,"数量:745044924字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:12,"数量:745089388字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:13,"数量:745094108字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:14,"数量:745084172字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:15,"数量:745128208字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:16,"数量:745133948字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:17,"数量:745128284字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:18,"数量:745103680字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:19,"数量:745129120字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:20,"数量:745133812字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:21,"数量:745128404字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:22,"数量:745128284字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:23,"数量:745119424字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:24,"数量:745132452字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:25,"数量:745127988字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:26,"数量:745123392字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:27,"数量:745158784字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:28,"数量:745165496字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:29,"数量:745168344字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:30,"数量:745163072字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:31,"数量:745162004字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:32,"数量:745030808字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:33,"数量:744988804字节"
20121211,ATM2,AAL2,0000:08A3;CID编号:34,"数量:744853296字节"
20121211,ATM2,AAL2,0000:169D;CID编号:11,"数量:118449994字节"
20121211,ATM2,AAL2,0000:169F;CID编号:11,"数量:118452056字节"
20121211,ATM2,AAL5,0000:0049,"数量:242688字节"
20121211,ATM2,AAL5,0000:004E,"数量:1080字节"
20121211,ATM2,AAL5,0000:004E,"数量:12484130字节"
20121211,ATM2,AAL5,0000:004E,"数量:139497字节"
20121211,ATM2,AAL5,0000:004E,"数量:1416字节"
20121211,ATM2,AAL5,0000:004E,"数量:149910字节"
20121211,ATM2,AAL5,0000:004E,"数量:1522字节"
20121211,ATM2,AAL5,0000:004E,"数量:152916字节"
20121211,ATM2,AAL5,0000:004E,"数量:15460字节"
20121211,ATM2,AAL5,0000:004E,"数量:1616字节"
20121211,ATM2,AAL5,0000:004E,"数量:1626字节"
20121211,ATM2,AAL5,0000:004E,"数量:1707字节"
20121211,ATM2,AAL5,0000:004E,"数量:1736字节"
20121211,ATM2,AAL5,0000:004E,"数量:1744字节"
20121211,ATM2,AAL5,0000:004E,"数量:2034字节"
20121211,ATM2,AAL5,0000:004E,"数量:2036字节"
20121211,ATM2,AAL5,0000:004E,"数量:2096字节"
20121211,ATM2,AAL5,0000:004E,"数量:20978613字节"
20121211,ATM2,AAL5,0000:004E,"数量:2104字节"
20121211,ATM2,AAL5,0000:004E,"数量:2132字节"
20121211,ATM2,AAL5,0000:004E,"数量:2189字节"
20121211,ATM2,AAL5,0000:004E,"数量:2217字节"
20121211,ATM2,AAL5,0000:004E,"数量:225939字节"
20121211,ATM2,AAL5,0000:004E,"数量:2305字节"
20121211,ATM2,AAL5,0000:004E,"数量:239400字节"
20121211,ATM2,AAL5,0000:004E,"数量:240612字节"
20121211,ATM2,AAL5,0000:004E,"数量:252214字节"
20121211,ATM2,AAL5,0000:004E,"数量:257695字节"
20121211,ATM2,AAL5,0000:004E,"数量:272字节"
20121211,ATM2,AAL5,0000:004E,"数量:293293字节"
20121211,ATM2,AAL5,0000:004E,"数量:320字节"
20121211,ATM2,AAL5,0000:004E,"数量:3285字节"
20121211,ATM2,AAL5,0000:004E,"数量:328字节"
20121211,ATM2,AAL5,0000:004E,"数量:3359296832字节"
20121211,ATM2,AAL5,0000:004E,"数量:3464字节"
20121211,ATM2,AAL5,0000:004E,"数量:3488字节"
20121211,ATM2,AAL5,0000:004E,"数量:349字节"
20121211,ATM2,AAL5,0000:004E,"数量:352字节"
20121211,ATM2,AAL5,0000:004E,"数量:373字节"
20121211,ATM2,AAL5,0000:004E,"数量:3754字节"
20121211,ATM2,AAL5,0000:004E,"数量:3780字节"
20121211,ATM2,AAL5,0000:004E,"数量:379字节"
20121211,ATM2,AAL5,0000:004E,"数量:3863字节"
20121211,ATM2,AAL5,0000:004E,"数量:4132字节"
20121211,ATM2,AAL5,0000:004E,"数量:4167字节"
20121211,ATM2,AAL5,0000:004E,"数量:4175字节"
20121211,ATM2,AAL5,0000:004E,"数量:420字节"
20121211,ATM2,AAL5,0000:004E,"数量:4226字节"
20121211,ATM2,AAL5,0000:004E,"数量:4332字节"
20121211,ATM2,AAL5,0000:004E,"数量:458字节"
20121211,ATM2,AAL5,0000:004E,"数量:466字节"
20121211,ATM2,AAL5,0000:004E,"数量:4801461143字节"
20121211,ATM2,AAL5,0000:004E,"数量:4980字节"
20121211,ATM2,AAL5,0000:004E,"数量:5224字节"
20121211,ATM2,AAL5,0000:004E,"数量:5311字节"
20121211,ATM2,AAL5,0000:004E,"数量:5492字节"
20121211,ATM2,AAL5,0000:004E,"数量:5594字节"
20121211,ATM2,AAL5,0000:004E,"数量:5887字节"
20121211,ATM2,AAL5,0000:004E,"数量:6052字节"
20121211,ATM2,AAL5,0000:004E,"数量:7188字节"
20121211,ATM2,AAL5,0000:004E,"数量:7358字节"
20121211,ATM2,AAL5,0000:004E,"数量:742字节"
20121211,ATM2,AAL5,0000:004E,"数量:76564716字节"
20121211,ATM2,AAL5,0000:004E,"数量:783字节"
20121211,ATM2,AAL5,0000:004E,"数量:820字节"
20121211,ATM2,AAL5,0000:004E,"数量:8757字节"
20121211,ATM2,AAL5,0000:004E,"数量:9811字节"
20121211,ATM2,AAL5,0000:004E,"数量:9832字节"
20121211,ATM2,AAL5,0000:004F,"数量:100045886字节"
20121211,ATM2,AAL5,0000:004F,"数量:10368字节"
20121211,ATM2,AAL5,0000:004F,"数量:1234字节"
20121211,ATM2,AAL5,0000:004F,"数量:1239815字节"
20121211,ATM2,AAL5,0000:004F,"数量:12466773字节"
20121211,ATM2,AAL5,0000:004F,"数量:1272字节"
20121211,ATM2,AAL5,0000:004F,"数量:1413字节"
20121211,ATM2,AAL5,0000:004F,"数量:14221字节"
20121211,ATM2,AAL5,0000:004F,"数量:1528字节"
20121211,ATM2,AAL5,0000:004F,"数量:1748字节"
20121211,ATM2,AAL5,0000:004F,"数量:1825字节"
20121211,ATM2,AAL5,0000:004F,"数量:221013360字节"
20121211,ATM2,AAL5,0000:004F,"数量:2748字节"
20121211,ATM2,AAL5,0000:004F,"数量:288字节"
20121211,ATM2,AAL5,0000:004F,"数量:297字节"
20121211,ATM2,AAL5,0000:004F,"数量:304字节"
20121211,ATM2,AAL5,0000:004F,"数量:356字节"
20121211,ATM2,AAL5,0000:004F,"数量:416字节"
20121211,ATM2,AAL5,0000:004F,"数量:427字节"
20121211,ATM2,AAL5,0000:004F,"数量:4448字节"
20121211,ATM2,AAL5,0000:004F,"数量:4770字节"
20121211,ATM2,AAL5,0000:004F,"数量:616字节"
20121211,ATM2,AAL5,0000:004F,"数量:6323字节"
20121211,ATM2,AAL5,0000:004F,"数量:640字节"
20121211,ATM2,AAL5,0000:004F,"数量:672字节"
20121211,ATM2,AAL5,0000:004F,"数量:6783字节"
20121211,ATM2,AAL5,0000:004F,"数量:7144178字节"
20121211,ATM2,AAL5,0000:004F,"数量:735字节"
20121211,ATM2,AAL5,0000:004F,"数量:776字节"
20121211,ATM2,AAL5,0000:004F,"数量:972字节"
